nil	cat	day	diff
45	College & University	2014-09-03	1
45	College & University	2014-09-04	2
45	College & University	2014-09-05	1
45	College & University	2014-09-06	0
45	College & University	2014-09-07	0
45	Food	2014-09-02	2
45	Food	2014-09-03	4
45	Food	2014-09-04	9
45	Food	2014-09-05	2
45	Food	2014-09-06	7
45	Food	2014-09-07	12
45	Nightlife Spot	2014-09-02	0
45	Nightlife Spot	2014-09-03	1
45	Nightlife Spot	2014-09-04	0
45	Nightlife Spot	2014-09-05	0
45	Nightlife Spot	2014-09-06	0
45	Nightlife Spot	2014-09-07	4
45	Outdoors & Recreation	2014-09-02	0
45	Outdoors & Recreation	2014-09-03	2
45	Outdoors & Recreation	2014-09-04	3
45	Outdoors & Recreation	2014-09-05	0
45	Outdoors & Recreation	2014-09-06	0
45	Outdoors & Recreation	2014-09-07	4
45	Professional & Other Places	2014-09-02	3
45	Professional & Other Places	2014-09-03	4
45	Professional & Other Places	2014-09-04	3
45	Professional & Other Places	2014-09-05	1
45	Professional & Other Places	2014-09-06	2
45	Professional & Other Places	2014-09-07	0
45	Shop & Service	2014-09-02	3
45	Shop & Service	2014-09-03	3
45	Shop & Service	2014-09-04	0
45	Shop & Service	2014-09-05	2
45	Shop & Service	2014-09-06	1
45	Shop & Service	2014-09-07	4
45	Travel & Transport	2014-09-02	1
45	Travel & Transport	2014-09-03	0
45	Travel & Transport	2014-09-04	6
45	Travel & Transport	2014-09-05	4
45	Travel & Transport	2014-09-06	3
45	Travel & Transport	2014-09-07	1
46	Arts & Entertainment	2014-09-02	0
46	Arts & Entertainment	2014-09-03	1
46	Arts & Entertainment	2014-09-04	0
46	Arts & Entertainment	2014-09-05	0
46	Arts & Entertainment	2014-09-06	0
46	Arts & Entertainment	2014-09-07	0
46	College & University	2014-09-02	1
46	College & University	2014-09-03	0
46	College & University	2014-09-04	1
46	College & University	2014-09-05	0
46	College & University	2014-09-06	0
46	College & University	2014-09-07	0
46	Food	2014-09-02	0
46	Food	2014-09-03	0
46	Food	2014-09-04	0
46	Food	2014-09-05	2
46	Food	2014-09-06	0
46	Food	2014-09-07	0
47	Food	2014-09-02	0
47	Food	2014-09-03	0
47	Food	2014-09-04	0
47	Food	2014-09-05	1
47	Food	2014-09-06	0
47	Food	2014-09-07	0
47	Travel & Transport	2014-09-02	0
47	Travel & Transport	2014-09-03	0
47	Travel & Transport	2014-09-04	0
47	Travel & Transport	2014-09-05	2
47	Travel & Transport	2014-09-06	0
47	Travel & Transport	2014-09-07	1
48	Food	2014-09-02	0
48	Food	2014-09-03	0
48	Food	2014-09-04	1
48	Food	2014-09-05	1
48	Food	2014-09-06	0
48	Food	2014-09-07	5
48	Nightlife Spot	2014-09-02	0
48	Nightlife Spot	2014-09-03	0
48	Nightlife Spot	2014-09-04	1
48	Nightlife Spot	2014-09-05	1
48	Nightlife Spot	2014-09-06	0
48	Nightlife Spot	2014-09-07	2
48	Outdoors & Recreation	2014-09-02	0
48	Outdoors & Recreation	2014-09-03	0
48	Outdoors & Recreation	2014-09-04	2
48	Outdoors & Recreation	2014-09-05	0
48	Outdoors & Recreation	2014-09-06	0
48	Outdoors & Recreation	2014-09-07	0
48	Travel & Transport	2014-09-02	0
48	Travel & Transport	2014-09-03	1
48	Travel & Transport	2014-09-04	1
48	Travel & Transport	2014-09-05	1
48	Travel & Transport	2014-09-06	0
48	Travel & Transport	2014-09-07	1
49	Arts & Entertainment	2014-09-02	0
49	Arts & Entertainment	2014-09-03	1
49	Arts & Entertainment	2014-09-04	3
49	Arts & Entertainment	2014-09-05	1
49	Arts & Entertainment	2014-09-06	1
49	Arts & Entertainment	2014-09-07	0
49	Food	2014-09-02	2
49	Food	2014-09-03	6
49	Food	2014-09-04	8
49	Food	2014-09-05	8
49	Food	2014-09-06	4
49	Food	2014-09-07	1
49	Nightlife Spot	2014-09-02	0
49	Nightlife Spot	2014-09-03	2
49	Nightlife Spot	2014-09-04	1
49	Nightlife Spot	2014-09-05	0
49	Nightlife Spot	2014-09-06	1
49	Nightlife Spot	2014-09-07	2
49	Outdoors & Recreation	2014-09-02	4
49	Outdoors & Recreation	2014-09-03	10
49	Outdoors & Recreation	2014-09-04	3
49	Outdoors & Recreation	2014-09-05	3
49	Outdoors & Recreation	2014-09-06	2
49	Outdoors & Recreation	2014-09-07	8
49	Professional & Other Places	2014-09-02	2
49	Professional & Other Places	2014-09-03	4
49	Professional & Other Places	2014-09-04	5
49	Professional & Other Places	2014-09-05	3
49	Professional & Other Places	2014-09-06	3
49	Professional & Other Places	2014-09-07	2
49	Shop & Service	2014-09-02	0
49	Shop & Service	2014-09-03	3
49	Shop & Service	2014-09-04	5
49	Shop & Service	2014-09-05	1
49	Shop & Service	2014-09-06	3
49	Shop & Service	2014-09-07	6
49	Travel & Transport	2014-09-02	2
49	Travel & Transport	2014-09-03	3
49	Travel & Transport	2014-09-04	5
49	Travel & Transport	2014-09-05	3
49	Travel & Transport	2014-09-06	5
49	Travel & Transport	2014-09-07	1
5	College & University	2014-09-02	9
5	College & University	2014-09-03	14
5	College & University	2014-09-04	18
5	College & University	2014-09-05	10
5	College & University	2014-09-06	15
5	College & University	2014-09-07	3
5	Food	2014-09-02	12
5	Food	2014-09-03	17
5	Food	2014-09-04	9
5	Food	2014-09-05	6
5	Food	2014-09-06	8
5	Food	2014-09-07	22
5	Nightlife Spot	2014-09-02	4
5	Nightlife Spot	2014-09-03	8
5	Nightlife Spot	2014-09-04	4
5	Nightlife Spot	2014-09-05	5
5	Nightlife Spot	2014-09-06	12
5	Nightlife Spot	2014-09-07	7
5	Outdoors & Recreation	2014-09-02	0
5	Outdoors & Recreation	2014-09-03	1
5	Outdoors & Recreation	2014-09-04	1
5	Outdoors & Recreation	2014-09-05	1
5	Outdoors & Recreation	2014-09-06	0
5	Outdoors & Recreation	2014-09-07	2
5	Professional & Other Places	2014-09-02	3
5	Professional & Other Places	2014-09-03	9
5	Professional & Other Places	2014-09-04	9
5	Professional & Other Places	2014-09-05	8
5	Professional & Other Places	2014-09-06	6
5	Professional & Other Places	2014-09-07	1
5	Shop & Service	2014-09-02	1
5	Shop & Service	2014-09-03	3
5	Shop & Service	2014-09-04	2
5	Shop & Service	2014-09-05	2
5	Shop & Service	2014-09-06	2
5	Shop & Service	2014-09-07	1
5	Travel & Transport	2014-09-02	1
5	Travel & Transport	2014-09-03	2
5	Travel & Transport	2014-09-04	1
5	Travel & Transport	2014-09-05	0
5	Travel & Transport	2014-09-06	1
5	Travel & Transport	2014-09-07	0
50	Arts & Entertainment	2014-09-02	0
50	Arts & Entertainment	2014-09-03	0
50	Arts & Entertainment	2014-09-04	1
50	Arts & Entertainment	2014-09-05	0
50	Arts & Entertainment	2014-09-06	1
50	Arts & Entertainment	2014-09-07	1
50	Food	2014-09-02	15
50	Food	2014-09-03	24
50	Food	2014-09-04	19
50	Food	2014-09-05	31
50	Food	2014-09-06	18
50	Food	2014-09-07	22
50	Nightlife Spot	2014-09-02	8
50	Nightlife Spot	2014-09-03	5
50	Nightlife Spot	2014-09-04	4
50	Nightlife Spot	2014-09-05	7
50	Nightlife Spot	2014-09-06	4
50	Nightlife Spot	2014-09-07	9
50	Outdoors & Recreation	2014-09-02	2
50	Outdoors & Recreation	2014-09-03	4
50	Outdoors & Recreation	2014-09-04	2
50	Outdoors & Recreation	2014-09-05	4
50	Outdoors & Recreation	2014-09-06	4
50	Outdoors & Recreation	2014-09-07	2
50	Professional & Other Places	2014-09-02	6
50	Professional & Other Places	2014-09-03	9
50	Professional & Other Places	2014-09-04	12
50	Professional & Other Places	2014-09-05	13
50	Professional & Other Places	2014-09-06	9
50	Professional & Other Places	2014-09-07	1
50	Shop & Service	2014-09-02	5
50	Shop & Service	2014-09-03	0
50	Shop & Service	2014-09-04	4
50	Shop & Service	2014-09-05	7
50	Shop & Service	2014-09-06	2
50	Shop & Service	2014-09-07	4
50	Travel & Transport	2014-09-02	7
50	Travel & Transport	2014-09-03	8
50	Travel & Transport	2014-09-04	7
50	Travel & Transport	2014-09-05	4
50	Travel & Transport	2014-09-06	6
50	Travel & Transport	2014-09-07	3
51	Food	2014-09-02	9
51	Food	2014-09-03	14
51	Food	2014-09-04	2
51	Food	2014-09-05	15
51	Food	2014-09-06	10
51	Food	2014-09-07	11
51	Nightlife Spot	2014-09-02	2
51	Nightlife Spot	2014-09-03	0
51	Nightlife Spot	2014-09-04	0
51	Nightlife Spot	2014-09-05	1
51	Nightlife Spot	2014-09-06	0
51	Nightlife Spot	2014-09-07	1
51	Outdoors & Recreation	2014-09-02	0
51	Outdoors & Recreation	2014-09-03	3
51	Outdoors & Recreation	2014-09-04	2
51	Outdoors & Recreation	2014-09-05	1
51	Outdoors & Recreation	2014-09-06	0
51	Outdoors & Recreation	2014-09-07	0
51	Professional & Other Places	2014-09-02	2
51	Professional & Other Places	2014-09-03	5
51	Professional & Other Places	2014-09-04	6
51	Professional & Other Places	2014-09-05	7
51	Professional & Other Places	2014-09-06	7
51	Professional & Other Places	2014-09-07	1
51	Shop & Service	2014-09-02	4
51	Shop & Service	2014-09-03	5
51	Shop & Service	2014-09-04	0
51	Shop & Service	2014-09-05	0
51	Shop & Service	2014-09-06	0
51	Shop & Service	2014-09-07	6
51	Travel & Transport	2014-09-02	0
51	Travel & Transport	2014-09-03	4
51	Travel & Transport	2014-09-04	0
51	Travel & Transport	2014-09-05	3
51	Travel & Transport	2014-09-06	3
51	Travel & Transport	2014-09-07	1
52	Arts & Entertainment	2014-09-02	0
52	Arts & Entertainment	2014-09-03	0
52	Arts & Entertainment	2014-09-04	1
52	Arts & Entertainment	2014-09-05	2
52	Arts & Entertainment	2014-09-06	0
52	Arts & Entertainment	2014-09-07	0
52	Food	2014-09-02	13
52	Food	2014-09-03	5
52	Food	2014-09-04	9
52	Food	2014-09-05	7
52	Food	2014-09-06	14
52	Food	2014-09-07	8
52	Nightlife Spot	2014-09-02	2
52	Nightlife Spot	2014-09-03	0
52	Nightlife Spot	2014-09-04	0
52	Nightlife Spot	2014-09-05	2
52	Nightlife Spot	2014-09-06	3
52	Nightlife Spot	2014-09-07	1
52	Outdoors & Recreation	2014-09-02	5
52	Outdoors & Recreation	2014-09-03	1
52	Outdoors & Recreation	2014-09-04	0
52	Outdoors & Recreation	2014-09-05	3
52	Outdoors & Recreation	2014-09-06	3
52	Outdoors & Recreation	2014-09-07	1
52	Professional & Other Places	2014-09-02	2
52	Professional & Other Places	2014-09-03	0
52	Professional & Other Places	2014-09-04	5
52	Professional & Other Places	2014-09-05	0
52	Professional & Other Places	2014-09-06	2
52	Professional & Other Places	2014-09-07	0
52	Shop & Service	2014-09-02	2
52	Shop & Service	2014-09-03	4
52	Shop & Service	2014-09-04	5
52	Shop & Service	2014-09-05	2
52	Shop & Service	2014-09-06	3
52	Shop & Service	2014-09-07	7
52	Travel & Transport	2014-09-02	0
52	Travel & Transport	2014-09-03	0
52	Travel & Transport	2014-09-04	1
52	Travel & Transport	2014-09-05	3
52	Travel & Transport	2014-09-06	1
52	Travel & Transport	2014-09-07	0
53	Arts & Entertainment	2014-09-02	0
53	Arts & Entertainment	2014-09-03	1
53	Arts & Entertainment	2014-09-04	0
53	Arts & Entertainment	2014-09-05	0
53	Arts & Entertainment	2014-09-06	1
53	Arts & Entertainment	2014-09-07	0
53	College & University	2014-09-02	0
53	College & University	2014-09-03	0
53	College & University	2014-09-04	1
53	College & University	2014-09-05	0
53	College & University	2014-09-06	0
53	College & University	2014-09-07	0
53	Food	2014-09-02	9
53	Food	2014-09-03	8
53	Food	2014-09-04	12
53	Food	2014-09-05	9
53	Food	2014-09-06	10
53	Food	2014-09-07	4
53	Outdoors & Recreation	2014-09-02	0
53	Outdoors & Recreation	2014-09-03	2
53	Outdoors & Recreation	2014-09-04	2
53	Outdoors & Recreation	2014-09-05	1
53	Outdoors & Recreation	2014-09-06	0
53	Outdoors & Recreation	2014-09-07	1
53	Professional & Other Places	2014-09-02	8
53	Professional & Other Places	2014-09-03	15
53	Professional & Other Places	2014-09-04	15
53	Professional & Other Places	2014-09-05	16
53	Professional & Other Places	2014-09-06	15
53	Professional & Other Places	2014-09-07	1
53	Shop & Service	2014-09-02	0
53	Shop & Service	2014-09-03	3
53	Shop & Service	2014-09-04	1
53	Shop & Service	2014-09-05	2
53	Shop & Service	2014-09-06	0
53	Shop & Service	2014-09-07	2
53	Travel & Transport	2014-09-02	0
53	Travel & Transport	2014-09-03	1
53	Travel & Transport	2014-09-04	1
53	Travel & Transport	2014-09-05	0
53	Travel & Transport	2014-09-06	1
53	Travel & Transport	2014-09-07	0
54	Food	2014-09-02	0
54	Food	2014-09-03	0
54	Food	2014-09-04	1
54	Food	2014-09-05	0
54	Food	2014-09-06	0
54	Food	2014-09-07	0
54	Outdoors & Recreation	2014-09-02	0
54	Outdoors & Recreation	2014-09-03	1
54	Outdoors & Recreation	2014-09-04	1
54	Outdoors & Recreation	2014-09-05	0
54	Outdoors & Recreation	2014-09-06	1
54	Outdoors & Recreation	2014-09-07	1
55	Arts & Entertainment	2014-09-02	0
55	Arts & Entertainment	2014-09-03	1
55	Arts & Entertainment	2014-09-04	0
55	Arts & Entertainment	2014-09-05	0
55	Arts & Entertainment	2014-09-06	0
55	Arts & Entertainment	2014-09-07	0
55	Food	2014-09-02	1
55	Food	2014-09-03	0
55	Food	2014-09-04	1
55	Food	2014-09-05	0
55	Food	2014-09-06	1
55	Food	2014-09-07	0
55	Outdoors & Recreation	2014-09-02	0
55	Outdoors & Recreation	2014-09-03	0
55	Outdoors & Recreation	2014-09-04	1
55	Outdoors & Recreation	2014-09-05	0
55	Outdoors & Recreation	2014-09-06	2
55	Outdoors & Recreation	2014-09-07	2
55	Professional & Other Places	2014-09-02	1
55	Professional & Other Places	2014-09-03	1
55	Professional & Other Places	2014-09-04	1
55	Professional & Other Places	2014-09-05	2
55	Professional & Other Places	2014-09-06	1
55	Professional & Other Places	2014-09-07	0
55	Shop & Service	2014-09-02	0
55	Shop & Service	2014-09-03	0
55	Shop & Service	2014-09-04	1
55	Shop & Service	2014-09-05	1
55	Shop & Service	2014-09-06	0
55	Shop & Service	2014-09-07	1
55	Travel & Transport	2014-09-02	1
55	Travel & Transport	2014-09-03	1
55	Travel & Transport	2014-09-04	3
55	Travel & Transport	2014-09-05	1
55	Travel & Transport	2014-09-06	2
55	Travel & Transport	2014-09-07	0
56	Arts & Entertainment	2014-09-02	0
56	Arts & Entertainment	2014-09-03	0
56	Arts & Entertainment	2014-09-04	0
56	Arts & Entertainment	2014-09-05	1
56	Arts & Entertainment	2014-09-06	0
56	Arts & Entertainment	2014-09-07	0
56	Outdoors & Recreation	2014-09-02	1
56	Outdoors & Recreation	2014-09-03	0
56	Outdoors & Recreation	2014-09-04	1
56	Outdoors & Recreation	2014-09-05	0
56	Outdoors & Recreation	2014-09-06	0
56	Outdoors & Recreation	2014-09-07	0
56	Professional & Other Places	2014-09-02	0
56	Professional & Other Places	2014-09-03	3
56	Professional & Other Places	2014-09-04	2
56	Professional & Other Places	2014-09-05	3
56	Professional & Other Places	2014-09-06	2
56	Professional & Other Places	2014-09-07	0
56	Shop & Service	2014-09-02	0
56	Shop & Service	2014-09-03	0
56	Shop & Service	2014-09-04	0
56	Shop & Service	2014-09-05	0
56	Shop & Service	2014-09-06	1
56	Shop & Service	2014-09-07	1
56	Travel & Transport	2014-09-02	0
56	Travel & Transport	2014-09-03	0
56	Travel & Transport	2014-09-04	0
56	Travel & Transport	2014-09-05	1
56	Travel & Transport	2014-09-06	0
56	Travel & Transport	2014-09-07	2
57	College & University	2014-09-02	0
57	College & University	2014-09-03	0
57	College & University	2014-09-04	0
57	College & University	2014-09-05	0
57	College & University	2014-09-06	0
57	College & University	2014-09-07	1
57	Food	2014-09-02	0
57	Food	2014-09-03	1
57	Food	2014-09-04	1
57	Food	2014-09-05	3
57	Food	2014-09-06	4
57	Food	2014-09-07	2
57	Nightlife Spot	2014-09-02	0
57	Nightlife Spot	2014-09-03	0
57	Nightlife Spot	2014-09-04	1
57	Nightlife Spot	2014-09-05	1
57	Nightlife Spot	2014-09-06	0
57	Nightlife Spot	2014-09-07	3
57	Outdoors & Recreation	2014-09-02	0
57	Outdoors & Recreation	2014-09-03	0
57	Outdoors & Recreation	2014-09-04	0
57	Outdoors & Recreation	2014-09-05	0
57	Outdoors & Recreation	2014-09-06	0
57	Outdoors & Recreation	2014-09-07	1
57	Professional & Other Places	2014-09-02	0
57	Professional & Other Places	2014-09-03	0
57	Professional & Other Places	2014-09-04	0
57	Professional & Other Places	2014-09-05	1
57	Professional & Other Places	2014-09-06	0
57	Professional & Other Places	2014-09-07	0
57	Residence	2014-09-02	0
57	Residence	2014-09-03	0
57	Residence	2014-09-04	0
57	Residence	2014-09-05	0
57	Residence	2014-09-06	0
57	Residence	2014-09-07	1
57	Shop & Service	2014-09-02	0
57	Shop & Service	2014-09-03	0
57	Shop & Service	2014-09-04	1
57	Shop & Service	2014-09-05	1
57	Shop & Service	2014-09-06	0
57	Shop & Service	2014-09-07	3
57	Travel & Transport	2014-09-02	0
57	Travel & Transport	2014-09-03	0
57	Travel & Transport	2014-09-04	0
57	Travel & Transport	2014-09-05	3
57	Travel & Transport	2014-09-06	2
57	Travel & Transport	2014-09-07	0
58	Arts & Entertainment	2014-09-02	0
58	Arts & Entertainment	2014-09-03	0
58	Arts & Entertainment	2014-09-04	0
58	Arts & Entertainment	2014-09-05	1
58	Arts & Entertainment	2014-09-06	1
58	Arts & Entertainment	2014-09-07	0
58	Food	2014-09-02	7
58	Food	2014-09-03	14
58	Food	2014-09-04	14
58	Food	2014-09-05	18
58	Food	2014-09-06	11
58	Food	2014-09-07	31
58	Nightlife Spot	2014-09-02	1
58	Nightlife Spot	2014-09-03	3
58	Nightlife Spot	2014-09-04	4
58	Nightlife Spot	2014-09-05	1
58	Nightlife Spot	2014-09-06	1
58	Nightlife Spot	2014-09-07	4
58	Outdoors & Recreation	2014-09-02	0
58	Outdoors & Recreation	2014-09-03	5
58	Outdoors & Recreation	2014-09-04	0
58	Outdoors & Recreation	2014-09-05	3
58	Outdoors & Recreation	2014-09-06	4
58	Outdoors & Recreation	2014-09-07	3
58	Professional & Other Places	2014-09-02	0
58	Professional & Other Places	2014-09-03	7
58	Professional & Other Places	2014-09-04	5
58	Professional & Other Places	2014-09-05	5
58	Professional & Other Places	2014-09-06	4
58	Professional & Other Places	2014-09-07	2
58	Shop & Service	2014-09-02	2
58	Shop & Service	2014-09-03	7
58	Shop & Service	2014-09-04	4
58	Shop & Service	2014-09-05	2
58	Shop & Service	2014-09-06	5
58	Shop & Service	2014-09-07	8
58	Travel & Transport	2014-09-02	0
58	Travel & Transport	2014-09-03	1
58	Travel & Transport	2014-09-04	3
58	Travel & Transport	2014-09-05	7
58	Travel & Transport	2014-09-06	5
58	Travel & Transport	2014-09-07	3
59	Food	2014-09-02	0
59	Food	2014-09-03	0
59	Food	2014-09-04	0
59	Food	2014-09-05	0
59	Food	2014-09-06	1
59	Food	2014-09-07	0
59	Outdoors & Recreation	2014-09-02	0
59	Outdoors & Recreation	2014-09-03	0
59	Outdoors & Recreation	2014-09-04	0
59	Outdoors & Recreation	2014-09-05	0
59	Outdoors & Recreation	2014-09-06	1
59	Outdoors & Recreation	2014-09-07	0
59	Shop & Service	2014-09-02	1
59	Shop & Service	2014-09-03	0
59	Shop & Service	2014-09-04	1
59	Shop & Service	2014-09-05	2
59	Shop & Service	2014-09-06	1
59	Shop & Service	2014-09-07	1
6	Arts & Entertainment	2014-09-02	0
6	Arts & Entertainment	2014-09-03	7
6	Arts & Entertainment	2014-09-04	3
6	Arts & Entertainment	2014-09-05	1
6	Arts & Entertainment	2014-09-06	0
6	Arts & Entertainment	2014-09-07	0
6	College & University	2014-09-02	0
6	College & University	2014-09-03	2
6	College & University	2014-09-04	1
6	College & University	2014-09-05	0
6	College & University	2014-09-06	0
6	College & University	2014-09-07	0
6	Food	2014-09-02	13
6	Food	2014-09-03	24
6	Food	2014-09-04	18
6	Food	2014-09-05	17
6	Food	2014-09-06	44
6	Food	2014-09-07	27
6	Nightlife Spot	2014-09-02	3
6	Nightlife Spot	2014-09-03	6
6	Nightlife Spot	2014-09-04	6
6	Nightlife Spot	2014-09-05	2
6	Nightlife Spot	2014-09-06	4
6	Nightlife Spot	2014-09-07	8
6	Outdoors & Recreation	2014-09-02	1
6	Outdoors & Recreation	2014-09-03	5
6	Outdoors & Recreation	2014-09-04	7
6	Outdoors & Recreation	2014-09-05	4
6	Outdoors & Recreation	2014-09-06	2
6	Outdoors & Recreation	2014-09-07	7
6	Professional & Other Places	2014-09-02	4
6	Professional & Other Places	2014-09-03	12
6	Professional & Other Places	2014-09-04	10
6	Professional & Other Places	2014-09-05	11
6	Professional & Other Places	2014-09-06	10
6	Professional & Other Places	2014-09-07	4
6	Shop & Service	2014-09-02	4
6	Shop & Service	2014-09-03	6
6	Shop & Service	2014-09-04	4
6	Shop & Service	2014-09-05	7
6	Shop & Service	2014-09-06	3
6	Shop & Service	2014-09-07	4
6	Travel & Transport	2014-09-02	0
6	Travel & Transport	2014-09-03	1
6	Travel & Transport	2014-09-04	1
6	Travel & Transport	2014-09-05	0
6	Travel & Transport	2014-09-06	6
6	Travel & Transport	2014-09-07	2
60	Arts & Entertainment	2014-09-02	0
60	Arts & Entertainment	2014-09-03	6
60	Arts & Entertainment	2014-09-04	3
60	Arts & Entertainment	2014-09-05	9
60	Arts & Entertainment	2014-09-06	2
60	Arts & Entertainment	2014-09-07	44
60	Food	2014-09-02	0
60	Food	2014-09-03	1
60	Food	2014-09-04	2
60	Food	2014-09-05	3
60	Food	2014-09-06	2
60	Food	2014-09-07	3
60	Outdoors & Recreation	2014-09-02	0
60	Outdoors & Recreation	2014-09-03	2
60	Outdoors & Recreation	2014-09-04	0
60	Outdoors & Recreation	2014-09-05	4
60	Outdoors & Recreation	2014-09-06	2
60	Outdoors & Recreation	2014-09-07	1
60	Professional & Other Places	2014-09-02	0
60	Professional & Other Places	2014-09-03	3
60	Professional & Other Places	2014-09-04	1
60	Professional & Other Places	2014-09-05	4
60	Professional & Other Places	2014-09-06	3
60	Professional & Other Places	2014-09-07	0
60	Shop & Service	2014-09-02	0
60	Shop & Service	2014-09-03	0
60	Shop & Service	2014-09-04	0
60	Shop & Service	2014-09-05	1
60	Shop & Service	2014-09-06	0
60	Shop & Service	2014-09-07	0
61	Food	2014-09-02	0
61	Food	2014-09-03	1
61	Food	2014-09-04	1
61	Food	2014-09-05	0
61	Food	2014-09-06	0
61	Food	2014-09-07	1
61	Professional & Other Places	2014-09-02	0
61	Professional & Other Places	2014-09-03	0
61	Professional & Other Places	2014-09-04	1
61	Professional & Other Places	2014-09-05	1
61	Professional & Other Places	2014-09-06	1
61	Professional & Other Places	2014-09-07	0
62	Outdoors & Recreation	2014-09-02	0
62	Outdoors & Recreation	2014-09-03	2
62	Outdoors & Recreation	2014-09-04	2
62	Outdoors & Recreation	2014-09-05	1
62	Outdoors & Recreation	2014-09-06	0
62	Outdoors & Recreation	2014-09-07	0
62	Professional & Other Places	2014-09-02	0
62	Professional & Other Places	2014-09-03	0
62	Professional & Other Places	2014-09-04	0
62	Professional & Other Places	2014-09-05	2
62	Professional & Other Places	2014-09-06	0
62	Professional & Other Places	2014-09-07	0
63	Outdoors & Recreation	2014-09-02	0
63	Outdoors & Recreation	2014-09-03	1
63	Outdoors & Recreation	2014-09-04	1
63	Outdoors & Recreation	2014-09-05	0
63	Outdoors & Recreation	2014-09-06	0
63	Outdoors & Recreation	2014-09-07	0
63	Travel & Transport	2014-09-02	0
63	Travel & Transport	2014-09-03	0
63	Travel & Transport	2014-09-04	0
63	Travel & Transport	2014-09-05	1
63	Travel & Transport	2014-09-06	0
63	Travel & Transport	2014-09-07	0
64	Food	2014-09-02	0
64	Food	2014-09-03	0
64	Food	2014-09-04	0
64	Food	2014-09-05	0
64	Food	2014-09-06	0
64	Food	2014-09-07	1
64	Nightlife Spot	2014-09-02	0
64	Nightlife Spot	2014-09-03	0
64	Nightlife Spot	2014-09-04	1
64	Nightlife Spot	2014-09-05	1
64	Nightlife Spot	2014-09-06	0
64	Nightlife Spot	2014-09-07	0
65	College & University	2014-09-02	1
65	College & University	2014-09-03	0
65	College & University	2014-09-04	0
65	College & University	2014-09-05	0
65	College & University	2014-09-06	0
65	College & University	2014-09-07	1
65	Food	2014-09-02	0
65	Food	2014-09-03	4
65	Food	2014-09-04	3
65	Food	2014-09-05	3
65	Food	2014-09-06	7
65	Food	2014-09-07	1
65	Outdoors & Recreation	2014-09-02	1
65	Outdoors & Recreation	2014-09-03	0
65	Outdoors & Recreation	2014-09-04	1
65	Outdoors & Recreation	2014-09-05	1
65	Outdoors & Recreation	2014-09-06	1
65	Outdoors & Recreation	2014-09-07	0
65	Professional & Other Places	2014-09-02	1
65	Professional & Other Places	2014-09-03	3
65	Professional & Other Places	2014-09-04	6
65	Professional & Other Places	2014-09-05	6
65	Professional & Other Places	2014-09-06	6
65	Professional & Other Places	2014-09-07	1
65	Shop & Service	2014-09-02	0
65	Shop & Service	2014-09-03	0
65	Shop & Service	2014-09-04	1
65	Shop & Service	2014-09-05	2
65	Shop & Service	2014-09-06	0
65	Shop & Service	2014-09-07	1
65	Travel & Transport	2014-09-02	1
65	Travel & Transport	2014-09-03	0
65	Travel & Transport	2014-09-04	0
65	Travel & Transport	2014-09-05	0
65	Travel & Transport	2014-09-06	2
65	Travel & Transport	2014-09-07	1
66	Arts & Entertainment	2014-09-02	0
66	Arts & Entertainment	2014-09-03	1
66	Arts & Entertainment	2014-09-04	0
66	Arts & Entertainment	2014-09-05	1
66	Arts & Entertainment	2014-09-06	0
66	Arts & Entertainment	2014-09-07	0
66	Food	2014-09-02	0
66	Food	2014-09-03	0
66	Food	2014-09-04	1
66	Food	2014-09-05	0
66	Food	2014-09-06	0
66	Food	2014-09-07	1
66	Outdoors & Recreation	2014-09-02	0
66	Outdoors & Recreation	2014-09-03	3
66	Outdoors & Recreation	2014-09-04	1
66	Outdoors & Recreation	2014-09-05	0
66	Outdoors & Recreation	2014-09-06	0
66	Outdoors & Recreation	2014-09-07	1
66	Professional & Other Places	2014-09-02	0
66	Professional & Other Places	2014-09-03	0
66	Professional & Other Places	2014-09-04	0
66	Professional & Other Places	2014-09-05	0
